,Nodes,Edges,Latitude,Longitude
392,"Optical Communications Laboratory, Department of Informatics and Telecommunications, University of Athens (NKUA), Athens, Greece","[""Department of Material Science, University of Patras, Rio-Patras, Greece"", ""Department of Computing and Electronics Systems, University of Essex, Colchester, U.K."", ""Department of Informatics and Telecommunications, University of Athens, Athens, Greece""]",37.9755648,23.7348324
393,"Department of Computing and Electronics Systems, University of Essex, Colchester, U.K.","[""Department of Material Science, University of Patras, Rio-Patras, Greece"", ""Department of Informatics and Telecommunications, University of Athens, Athens, Greece"", ""Optical Communications Laboratory, Department of Informatics and Telecommunications, University of Athens (NKUA), Athens, Greece""]",51.8896903,0.8994651
394,"Lightwave System, Ciena Corporation, Linthicum, MD, USA",[],39.5162401,-76.9382069
395,"Chair of Dependable Nano Computing (CDNC), Karlsruhe, Germany","[""Laboratory for Thin Films and Photovoltaics, Swiss Federal Laboratories for Materials Science and Technology Empa, Duebendorf, Switzerland"", ""Institut de Microelectr\u00f3nica de Barcelona, Barcelona, Spain"", ""Institute of Nanotechnology (INT), Eggenstein-Leopoldshafe, Germany""]",49.0068705,8.4034195
396,"Institut de Microelectrónica de Barcelona, Barcelona, Spain","[""Laboratory for Thin Films and Photovoltaics, Swiss Federal Laboratories for Materials Science and Technology Empa, Duebendorf, Switzerland"", ""Chair of Dependable Nano Computing (CDNC), Karlsruhe, Germany"", ""Institute of Nanotechnology (INT), Eggenstein-Leopoldshafe, Germany""]",41.3828939,2.1774322
397,"Laboratory for Thin Films and Photovoltaics, Swiss Federal Laboratories for Materials Science and Technology Empa, Duebendorf, Switzerland","[""Institut de Microelectr\u00f3nica de Barcelona, Barcelona, Spain"", ""Chair of Dependable Nano Computing (CDNC), Karlsruhe, Germany"", ""Institute of Nanotechnology (INT), Eggenstein-Leopoldshafe, Germany""]",47.3969942,8.6185666
398,"Institute of Nanotechnology (INT), Eggenstein-Leopoldshafe, Germany","[""Institut de Microelectr\u00f3nica de Barcelona, Barcelona, Spain"", ""Chair of Dependable Nano Computing (CDNC), Karlsruhe, Germany"", ""Laboratory for Thin Films and Photovoltaics, Swiss Federal Laboratories for Materials Science and Technology Empa, Duebendorf, Switzerland""]",,
399,"German-French Research Institute of Saint Louis, Saint Louis, France",[],48.7160783,7.1884164
400,"Division of Emcore, Ortel, Alhambra, CA, USA",[],36.7014631,-118.755997
401,"Quality Engineering Section, Sanyo Electric Company Limited, Gifu, Japan","[""Sanyo Electric Company Limited, Japan""]",35.7867449,137.0460777
402,"Sanyo Electric Company Limited, Japan","[""Quality Engineering Section, Sanyo Electric Company Limited, Gifu, Japan""]",,
403,"Department of Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China",[],31.2312707,121.4700152
404,"QR&HR Center, Semicond. Manuf. Int. Corp, Shanghai, China","[""QR and HR Center, Semiconductor Manufacturing Intenational Group, Shanghai, China""]",31.2312707,121.4700152
405,"QR and HR Center, Semiconductor Manufacturing Intenational Group, Shanghai, China","[""QR&HR Center, Semicond. Manuf. Int. Corp, Shanghai, China""]",31.2312707,121.4700152
406,"Institute of Physical Science and Engineering, Zhengzhou University, Zhengzhou, China","[""Beijing Key Laboratory of Low Dimensional Semiconductor Materials and Devices, Beijing, China"", ""State Key Laboratory for Mesoscopic Physics, School of Physics, Peking University, Beijing, China""]",34.7487244,113.6191483
407,"Toshiba Corporation, Yokohama, Japan","[""Tokyo Institute of Technology, Yokohama, Japan""]",35.4443947,139.6367727
408,"Tokyo Institute of Technology, Yokohama, Japan","[""Toshiba Corporation, Yokohama, Japan""]",35.4443947,139.6367727
409,"Fairchild Semiconductor Corporation, Munich, Germany","[""Fairchild Semiconductor Corporation, Kista, Sweden""]",48.1371079,11.5753822
410,"Fairchild Semiconductor Corporation, Kista, Sweden","[""Fairchild Semiconductor Corporation, Munich, Germany""]",59.403311,17.9442849
411,"The Department of Electrical and Computer Engineering, University of Toronto, Toronto, ONT, Canada",[],50.000678,-86.000977
412,"IIS, RCAST, NCRC, University of Tokyo, Tokyo, Japan","[""Fujitsu Laboratories Limited, Atsugi, Japan""]",35.6840574,139.7744912
413,"Taiwan Semiconductor Manufacturing Company (TSMC), Hsinchu, Taiwan","[""National Applied Research Laboratories, Taiwan Instrument Research Institute, Hsinchu, Taiwan"", ""Department of Materials Science and Engineering, National Yang Ming Chiao Tung University, Hsinchu, Taiwan"", ""International College of Semiconductor Technology, National Yang Ming Chiao Tung University, Hsinchu, Taiwan"", ""Department of Photonics, National Yang Ming Chiao Tung University, Hsinchu, Taiwan""]",24.8066333,120.9686833
414,"National Applied Research Laboratories, Taiwan Instrument Research Institute, Hsinchu, Taiwan","[""Taiwan Semiconductor Manufacturing Company (TSMC), Hsinchu, Taiwan"", ""Department of Materials Science and Engineering, National Yang Ming Chiao Tung University, Hsinchu, Taiwan"", ""International College of Semiconductor Technology, National Yang Ming Chiao Tung University, Hsinchu, Taiwan"", ""Department of Photonics, National Yang Ming Chiao Tung University, Hsinchu, Taiwan""]",24.8066333,120.9686833
415,"Department of Materials Science and Engineering, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","[""Taiwan Semiconductor Manufacturing Company (TSMC), Hsinchu, Taiwan"", ""Department of Photonics, National Yang Ming Chiao Tung University, Hsinchu, Taiwan"", ""International College of Semiconductor Technology, National Yang Ming Chiao Tung University, Hsinchu, Taiwan"", ""National Applied Research Laboratories, Taiwan Instrument Research Institute, Hsinchu, Taiwan""]",24.8066333,120.9686833
416,"International College of Semiconductor Technology, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","[""Department of Materials Science and Engineering, National Yang Ming Chiao Tung University, Hsinchu, Taiwan"", ""imec, Leuven, Belgium"", ""Taiwan Semiconductor Manufacturing Company (TSMC), Hsinchu, Taiwan"", ""National Applied Research Laboratories, Taiwan Instrument Research Institute, Hsinchu, Taiwan"", ""Department of Photonics, National Yang Ming Chiao Tung University, Hsinchu, Taiwan""]",24.8066333,120.9686833
417,"Department of Photonics, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","[""Taiwan Semiconductor Manufacturing Company (TSMC), Hsinchu, Taiwan"", ""Department of Materials Science and Engineering, National Yang Ming Chiao Tung University, Hsinchu, Taiwan"", ""International College of Semiconductor Technology, National Yang Ming Chiao Tung University, Hsinchu, Taiwan"", ""National Applied Research Laboratories, Taiwan Instrument Research Institute, Hsinchu, Taiwan""]",24.8066333,120.9686833
418,"Department of Electrical and Computer Engineering, Microelectronics Research Center, University of Texas, Austin, Austin, TX, USA",[],31.2638905,-98.5456116
419,"Department of Information Technology, Ghent University IMEC, Ghent, Belgium",[],51.0538286,3.7250121
420,"Motorola, Inc., Phoenix, AZ, USA","[""Modeling and Analysis of Semiconductor Manufacturing Laboratory, Ira A. Fulton School of Engineering, Arizona State University, Tempe, AZ, USA""]",34.395342,-111.763275
421,"Modeling and Analysis of Semiconductor Manufacturing Laboratory, Ira A. Fulton School of Engineering, Arizona State University, Tempe, AZ, USA","[""Motorola, Inc., Phoenix, AZ, USA""]",34.395342,-111.763275
422,"Department of Electrical and Computer Engineering, University of Illinois, Urbana-Champaign, Urbana, IL, USA","[""Institut f\u00fcr Festk\u00f6rperphysik, Technische Universit\u00e4t Berlin, Berlin, Germany""]",40.0796606,-89.4337288
423,"Institut für Festkörperphysik, Technische Universität Berlin, Berlin, Germany","[""Department of Electrical and Computer Engineering, University of Illinois, Urbana-Champaign, Urbana, IL, USA""]",52.5170365,13.3888599
424,"Automotive and Industrial Company, Panasonic Corporation, Nagaokakyo, Japan","[""Semiconductor Business Unit, Panasonic Semiconductor Solutions Company Ltd., Panasonic Corporation, Nagaokakyo, Japan""]",34.924418,135.680271
425,"Semiconductor Business Unit, Panasonic Semiconductor Solutions Company Ltd., Panasonic Corporation, Nagaokakyo, Japan","[""Automotive and Industrial Company, Panasonic Corporation, Nagaokakyo, Japan""]",34.924418,135.680271
426,"VLSI Design and Education Center, The University of Tokyo, Tokyo, Japan","[""Nokia Technologies, San Francisco, CA, USA"", ""United Microelectronics Corporation, Hsinchu, Taiwan"", ""ARM Ltd., Cambridge, U.K."", ""Semiconductor Energy Laboratory Company, Ltd., Atsugi, Japan""]",35.6840574,139.7744912
427,"United Microelectronics Corporation, Hsinchu, Taiwan","[""Nokia Technologies, San Francisco, CA, USA"", ""ARM Ltd., Cambridge, U.K."", ""Semiconductor Energy Laboratory Company, Ltd., Atsugi, Japan"", ""VLSI Design and Education Center, The University of Tokyo, Tokyo, Japan""]",24.8066333,120.9686833
428,"Nokia Technologies, San Francisco, CA, USA","[""United Microelectronics Corporation, Hsinchu, Taiwan"", ""ARM Ltd., Cambridge, U.K."", ""Semiconductor Energy Laboratory Company, Ltd., Atsugi, Japan"", ""VLSI Design and Education Center, The University of Tokyo, Tokyo, Japan""]",36.7014631,-118.755997
429,"ARM Ltd., Cambridge, U.K.","[""United Microelectronics Corporation, Hsinchu, Taiwan"", ""Nokia Technologies, San Francisco, CA, USA"", ""Semiconductor Energy Laboratory Company, Ltd., Atsugi, Japan"", ""VLSI Design and Education Center, The University of Tokyo, Tokyo, Japan""]",52.2055314,0.1186637
430,"Semiconductor Energy Laboratory Company, Ltd., Atsugi, Japan","[""Nokia Technologies, San Francisco, CA, USA"", ""ARM Ltd., Cambridge, U.K."", ""United Microelectronics Corporation, Hsinchu, Taiwan"", ""VLSI Design and Education Center, The University of Tokyo, Tokyo, Japan""]",35.464797,139.323536
431,"Texas State University, San Marcos, San Marcos, TX, USA","[""Evans Analytical Group LLC, East Windsor, NJ, USA"", ""Freescale Semiconductor, Inc., Tempe, AZ, USA"", ""OSEMI, Inc., Cannon Falls, MN, USA"", ""Yale University, New Heaven, CT, USA"", ""Freescale Semiconductor Inc, Austin, TX, US"", ""Motorola, Inc., Tempe, AZ, USA""]",31.2638905,-98.5456116
432,"OSEMI, Inc., Cannon Falls, MN, USA","[""Evans Analytical Group LLC, East Windsor, NJ, USA"", ""Freescale Semiconductor, Inc., Tempe, AZ, USA"", ""Yale University, New Heaven, CT, USA"", ""Texas State University, San Marcos, San Marcos, TX, USA"", ""Freescale Semiconductor Inc, Austin, TX, US"", ""Motorola, Inc., Tempe, AZ, USA""]",45.9896587,-94.6113288
433,"Freescale Semiconductor Inc, Austin, TX, US","[""Evans Analytical Group LLC, East Windsor, NJ, USA"", ""Freescale Semiconductor, Inc., Tempe, AZ, USA"", ""OSEMI, Inc., Cannon Falls, MN, USA"", ""Yale University, New Heaven, CT, USA"", ""Texas State University, San Marcos, San Marcos, TX, USA"", ""Motorola, Inc., Tempe, AZ, USA""]",31.2638905,-98.5456116
434,"Yale University, New Heaven, CT, USA","[""Evans Analytical Group LLC, East Windsor, NJ, USA"", ""Freescale Semiconductor, Inc., Tempe, AZ, USA"", ""OSEMI, Inc., Cannon Falls, MN, USA"", ""Texas State University, San Marcos, San Marcos, TX, USA"", ""Freescale Semiconductor Inc, Austin, TX, US"", ""Motorola, Inc., Tempe, AZ, USA""]",41.6500201,-72.7342163
435,"Freescale Semiconductor, Inc., Tempe, AZ, USA","[""Evans Analytical Group LLC, East Windsor, NJ, USA"", ""OSEMI, Inc., Cannon Falls, MN, USA"", ""Yale University, New Heaven, CT, USA"", ""Texas State University, San Marcos, San Marcos, TX, USA"", ""Freescale Semiconductor Inc, Austin, TX, US"", ""Motorola, Inc., Tempe, AZ, USA"", ""Nanoelectronics Research Centre, University of Glasgow, Glasgow, UK""]",34.395342,-111.763275
436,"Evans Analytical Group LLC, East Windsor, NJ, USA","[""Freescale Semiconductor, Inc., Tempe, AZ, USA"", ""OSEMI, Inc., Cannon Falls, MN, USA"", ""Yale University, New Heaven, CT, USA"", ""Texas State University, San Marcos, San Marcos, TX, USA"", ""Freescale Semiconductor Inc, Austin, TX, US"", ""Motorola, Inc., Tempe, AZ, USA""]",40.0757384,-74.4041622
437,"Motorola, Inc., Tempe, AZ, USA","[""Evans Analytical Group LLC, East Windsor, NJ, USA"", ""Freescale Semiconductor, Inc., Tempe, AZ, USA"", ""OSEMI, Inc., Cannon Falls, MN, USA"", ""Yale University, New Heaven, CT, USA"", ""Texas State University, San Marcos, San Marcos, TX, USA"", ""Freescale Semiconductor Inc, Austin, TX, US""]",34.395342,-111.763275
438,"Semiconductor Memory Division, Samsung Electronics Company Limited, Gyeonggi, South Korea","[""Department of Industrial Engineering, Korea Advanced Institute of Science and Technology, Daejeon, South Korea"", ""Division of e-Business Information Technology, Sungkyunkwan University, Gyeonggi, South Korea""]",37.2752,127.0095
439,"Division of e-Business Information Technology, Sungkyunkwan University, Gyeonggi, South Korea","[""Department of Industrial Engineering, Korea Advanced Institute of Science and Technology, Daejeon, South Korea"", ""Semiconductor Memory Division, Samsung Electronics Company Limited, Gyeonggi, South Korea""]",37.2752,127.0095
440,"Department of Industrial Engineering, Korea Advanced Institute of Science and Technology, Daejeon, South Korea","[""Department of Business and Administration, Kyonggi University, Seoul, South Korea"", ""Division of e-Business Information Technology, Sungkyunkwan University, Gyeonggi, South Korea"", ""System Engineering Team, Semiconductor Business, Samsung Electronics Company Limited, Hwasung, Gyeonggi-Do, South Korea"", ""Semiconductor Memory Division, Samsung Electronics Company Limited, Gyeonggi, South Korea""]",36.3497007,127.3849016
441,"Jiangsu Provincial Key Laboratory of Advanced Photonic and Electronic Materials, School of Electronic Science and Engineering, Nanjing University, Nanjing, China","[""National Key Laboratory of Monolithic Circuits and Modules, Nanjing Electron Devices Institute, Nanjing, China""]",32.0615513,118.7915619
442,"National Key Laboratory of Monolithic Circuits and Modules, Nanjing Electron Devices Institute, Nanjing, China","[""Jiangsu Provincial Key Laboratory of Advanced Photonic and Electronic Materials, School of Electronic Science and Engineering, Nanjing University, Nanjing, China""]",32.0615513,118.7915619
443,"Division of Electrical Engineering and Computer Science, Graduate School of Natural Science and Technology, Kanazawa University, Kanazawa, Japan",[],36.5780499,136.6480247
444,"Dipartimento di Elettronica, Università di Pavia, Pavia, Italy","[""STMicroelectronics, Cornaredo, Italy"", ""Department of Electronics and Electrical Engineering, University of Glasgow, Glasgow, UK"", ""Instituto Mediterraneo de Estudios Avanzados (IMEDEA), Universitat de les Illes Balears, Palma de Mallorca, Spain""]",45.036854649999995,9.137825082826026
445,"Instituto Mediterraneo de Estudios Avanzados (IMEDEA), Universitat de les Illes Balears, Palma de Mallorca, Spain","[""STMicroelectronics, Cornaredo, Italy"", ""Department of Electronics and Electrical Engineering, University of Glasgow, Glasgow, UK"", ""Dipartimento di Elettronica, Universit\u00e0 di Pavia, Pavia, Italy""]",39.58130105,2.709183392285786
446,"STMicroelectronics, Cornaredo, Italy","[""Department of Electronics and Electrical Engineering, University of Glasgow, Glasgow, UK"", ""Dipartimento di Elettronica, Universit\u00e0 di Pavia, Pavia, Italy"", ""Instituto Mediterraneo de Estudios Avanzados (IMEDEA), Universitat de les Illes Balears, Palma de Mallorca, Spain""]",45.5016851,9.025746
447,"Department of Electronics and Electrical Engineering, University of Glasgow, Glasgow, UK","[""Department of Electrical and Electronic Engineering, University of Bristol, Bristol, UK"", ""Department of Applied Physics and Photonics, Vrije Universiteit Brussel, Brussels, Belgium"", ""Dipartimento di Elettronica, Universit\u00e0 di Pavia, Pavia, Italy"", ""Instituto Mediterraneo de Estudios Avanzados (IMEDEA), Universitat de les Illes Balears, Palma de Mallorca, Spain"", ""STMicroelectronics, Cornaredo, Italy""]",55.861155,-4.2501687
448,"Department of Electrical Engineering, Tarbiat Moalem University, Tehran, Iran",[],35.6892523,51.3896004
449,"School of Physical Electronics, University of Electronic Science and Technology, Chengdu, Germany",[],52.5111972,13.38759
450,"Department of Electrical Engineering, Chienkuo Technology University, Changhua, Taiwan","[""Department of Electrophysics, National Chiayi University, Chiayi, Taiwan""]",24.0755667,120.5444667
451,"Intel Corporation, Santa Clara, CA, USA","[""Institute of Photonics Technologies, National Tsing Hua University, Hsinchu, Taiwan"", ""Intel Corporation, Austin, TX, USA""]",36.7014631,-118.755997
452,"Institute of Photonics Technologies, National Tsing Hua University, Hsinchu, Taiwan","[""Intel Corporation, Santa Clara, CA, USA""]",24.8066333,120.9686833
453,"School of Electrical Engineering, Kookmin University, Seoul, South Korea",[],37.5666791,126.9782914
454,"Energy Systems Division, Argonne National Laboratory, Argonne, IL, USA","[""Department of Materials Science and Engineering, Carnegie Mellon University, Pittsburgh, PA, USA"", ""Department of Materials Science and Engineering, Sony Brook University, Stony Brook, NY, USA""]",40.0796606,-89.4337288
455,"Department of Materials Science and Engineering, Carnegie Mellon University, Pittsburgh, PA, USA","[""Energy Systems Division, Argonne National Laboratory, Argonne, IL, USA"", ""Department of Materials Science and Engineering, Sony Brook University, Stony Brook, NY, USA""]",40.9699889,-77.7278831
456,"Department of Materials Science and Engineering, Sony Brook University, Stony Brook, NY, USA","[""Department of Materials Science and Engineering, Carnegie Mellon University, Pittsburgh, PA, USA"", ""Energy Systems Division, Argonne National Laboratory, Argonne, IL, USA""]",43.1561681,-75.8449946
457,"Tokyo Institute of Technology, Research Center for Quantum Effect Electronics, Tokyo, Japan","[""Kochi University of Technology, Kochi, Japan""]",35.6840574,139.7744912
458,"Kochi University of Technology, Kochi, Japan","[""Tokyo Institute of Technology, Research Center for Quantum Effect Electronics, Tokyo, Japan""]",33.5680384,133.5394221
459,"Infineon Technologies AG, Neubiberg, Germany","[""Department of Supply Chain Management, Arizona State University, Tempe, AZ, USA"", ""University of Hagen, Hagen, Germany""]",48.0769935,11.6615136
460,"Department of Supply Chain Management, Arizona State University, Tempe, AZ, USA","[""Infineon Technologies AG, Neubiberg, Germany"", ""University of Hagen, Hagen, Germany""]",34.395342,-111.763275
461,"University of Hagen, Hagen, Germany","[""Department of Supply Chain Management, Arizona State University, Tempe, AZ, USA"", ""Infineon Technologies AG, Neubiberg, Germany""]",51.3582945,7.473296
462,"Semiconductor Network Company Sony Corporation, Kanagawa, Japan","[""The Technical Solutions Center, Sony Corporation, Yokohama, Japan""]",35.4342935,139.374753
463,"The Technical Solutions Center, Sony Corporation, Yokohama, Japan","[""Semiconductor Network Company Sony Corporation, Kanagawa, Japan""]",35.4443947,139.6367727
464,"Department of Physics, Cornell University, Ithaca, NY, USA","[""School of Electrical and Computer Engineering, Cornell University, Ithaca, NY, USA""]",43.1561681,-75.8449946
465,"School of Electrical and Computer Engineering, Cornell University, Ithaca, NY, USA","[""Department of Physics, Cornell University, Ithaca, NY, USA""]",43.1561681,-75.8449946
466,"Department of Electrical Engineering and Computer Science, Northwestern University, Evanston, IL, USA","[""Data Storage Institute, Agency for Science, Technology and Research, Singapore""]",40.0796606,-89.4337288
467,"Data Storage Institute, Agency for Science, Technology and Research, Singapore","[""Department of Electrical Engineering and Computer Science, Northwestern University, Evanston, IL, USA""]",,
468,"Department of Physics, Material Science Center, Philipps Universität Marburg, Marburg, Germany","[""College of Optical Sciences, University of Arizona Tucson, Tucson, AZ, USA""]",50.8090106,8.7704695
469,"College of Optical Sciences, University of Arizona Tucson, Tucson, AZ, USA","[""Department of Physics, Material Science Center, Philipps Universit\u00e4t Marburg, Marburg, Germany""]",34.395342,-111.763275
470,"Department of Electrical Engineering, Stanford University, Stanford, CA, USA","[""Components Research, Intel Corporation, Santa Clara, CA, USA""]",36.7014631,-118.755997
471,"Components Research, Intel Corporation, Santa Clara, CA, USA","[""Department of Electrical Engineering, Stanford University, Stanford, CA, USA""]",36.7014631,-118.755997
472,"School of Optical and Electronic Information, Huazhong University of Science and Technology, Wuhan, China",[],30.5951051,114.2999353
473,"Key Laboratory of Semiconductor Material Sciences, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China",[],39.9057136,116.3912972
474,"College of Optoelectric Science and Engineering, National University of Defense Technology, Changsha, China","[""Key Laboratory of Semiconductor Materials Science, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China"", ""State Key Laboratory on Integrated Optoelectronics, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China""]",28.1450774,113.2384362
475,"State Key Laboratory on Integrated Optoelectronics, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China","[""Key Laboratory of Semiconductor Materials Science, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China"", ""College of Optoelectric Science and Engineering, National University of Defense Technology, Changsha, China""]",39.9057136,116.3912972
476,"CREOL, The College of Optics and Photonics, University of Central Florida, Orlando, FL, USA","[""CREOL & FPCE, The College of Optics and Photonics, University of Central Florida, Orlando, FL, USA""]",27.7567667,-81.4639835
477,"United Monolithic Semiconductors GmbH, Ulm, Germany",[],48.3974003,9.9934336
478,"Institute of Communication Engineering, PLA University of Science and Technology, Nanjing, China","[""College of Engineering and Applied Sciences, Nanjing University, Nanjing, China"", ""Nanjing University (Suzhou) High-Tech Institute, Suzhou, China"", ""National Laboratory of Solid State Microstructures, College of Engineering and Applied Sciences, Nanjing University, Nanjing, China""]",32.0615513,118.7915619
479,"National Laboratory of Solid State Microstructures, College of Engineering and Applied Sciences, Nanjing University, Nanjing, China","[""Nanjing University (Suzhou) High-Tech Institute, Suzhou, China"", ""Institute of Communication Engineering, PLA University of Science and Technology, Nanjing, China""]",32.0615513,118.7915619
480,"Nanjing University (Suzhou) High-Tech Institute, Suzhou, China","[""College of Engineering and Applied Sciences, Nanjing University, Nanjing, China"", ""National Laboratory of Solid State Microstructures, College of Engineering and Applied Sciences, Nanjing University, Nanjing, China"", ""Institute of Communication Engineering, PLA University of Science and Technology, Nanjing, China""]",31.3016935,120.5810725
481,"College of Engineering and Applied Sciences, Nanjing University, Nanjing, China","[""Nanjing University (Suzhou) High-Tech Institute, Suzhou, China"", ""Institute of Communication Engineering, PLA University of Science and Technology, Nanjing, China""]",32.0615513,118.7915619
482,"Semiconductor Device Research Center, Semiconductor Company, Panasonic Corporation, Kyoto, Japan",[],35.021041,135.7556075
483,"Kyungpook National University, Daegu, South Korea","[""The University of Texas at Austin, Austin, TX, USA"", ""Samsung Semiconductor R&D Center, Samsung Electronics, Hwaseong-si, South Korea"", ""School of Electrical Engineering, University of Ulsan, Ulsan, South Korea""]",35.8713,128.6018
484,"The University of Texas at Austin, Austin, TX, USA","[""Samsung Semiconductor R&D Center, Samsung Electronics, Hwaseong-si, South Korea"", ""School of Electrical Engineering, University of Ulsan, Ulsan, South Korea"", ""Kyungpook National University, Daegu, South Korea""]",31.2638905,-98.5456116
485,"Samsung Semiconductor R&D Center, Samsung Electronics, Hwaseong-si, South Korea","[""The University of Texas at Austin, Austin, TX, USA"", ""Kyungpook National University, Daegu, South Korea"", ""School of Electrical Engineering, University of Ulsan, Ulsan, South Korea""]",37.1994653,126.8312632
486,"Universität Kassel, Kassel, Germany","[""Infineon Technologies, Regensburg, Germany""]",51.3154546,9.4924096
487,"Infineon Technologies, Regensburg, Germany","[""Universit\u00e4t Kassel, Kassel, Germany""]",49.0195333,12.0974869
488,"Optical Communications Laboratory, Department of Informatics and Telecommunications, University of Athens (NKUA), Ilisia, Greece",[],37.9784173,23.7525709
489,"Electrical Engineering Department, Haifa, Israel",[],32.8191218,34.9983856
490,"Institute of Electromagnetic Fields (IEF), ETH Zurich, Switzerland",[],47.413218,8.5374914
491,"Institute of Microelectronics of Chinese Academy of Sciences, Beijing, China","[""Laboratory of Material Surface Engineering and Nanofabrication, Xi\u2019an Modern Chemistry Research Institute, Xi\u2019an, China"", ""Key Laboratory of Wide Band Gap Semiconductor Materials and Devices, School of Microelectronics, Xidian University, Xi\u2019an, China"", ""National Key Laboratory of ASIC, Hebei Semiconductor Research Institute, Shijiazhuang, China""]",39.9057136,116.3912972
492,"Laboratory of Material Surface Engineering and Nanofabrication, Xi’an Modern Chemistry Research Institute, Xi’an, China","[""Institute of Microelectronics of Chinese Academy of Sciences, Beijing, China"", ""Key Laboratory of Wide Band Gap Semiconductor Materials and Devices, School of Microelectronics, Xidian University, Xi\u2019an, China"", ""National Key Laboratory of ASIC, Hebei Semiconductor Research Institute, Shijiazhuang, China""]",34.2607713,108.9423443
493,"National Key Laboratory of ASIC, Hebei Semiconductor Research Institute, Shijiazhuang, China","[""State Key Discipline Laboratory of Wide Band Gap Semiconductor Technology, School of Microelectronics, Xidian University, Xi'an, China"", ""Laboratory of Material Surface Engineering and Nanofabrication, Xi\u2019an Modern Chemistry Research Institute, Xi\u2019an, China"", ""Key Laboratory of Wide Band Gap Semiconductor Materials and Devices, School of Microelectronics, Xidian University, Xi\u2019an, China"", ""Institute of Microelectronics of Chinese Academy of Sciences, Beijing, China""]",38.0429742,114.5088385
494,"Testing Center, Sichuan Institute of Solid-State Circuits, China Electronics Technology Group Corporation, Chongqing, China","[""Key Laboratory of Wide Bandgap Semiconductor Materials and Devices, School of Microelectronics, Xidian University, Xi\u2019an, China"", ""Enkris Semiconductor, Inc., Suzhou, China""]",29.5656729,106.5479189
495,"Enkris Semiconductor, Inc., Suzhou, China","[""Key Laboratory of Wide Bandgap Semiconductor Materials and Devices, School of Microelectronics, Xidian University, Xi\u2019an, China"", ""Testing Center, Sichuan Institute of Solid-State Circuits, China Electronics Technology Group Corporation, Chongqing, China""]",31.3016935,120.5810725
496,"With Dipartimento di Elettronica, Università di Pavia, Pavia, Italy",[],45.036854649999995,9.137825082826026
497,"State Key Laboratory of Superlattices and Microstructures, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China",[],39.9057136,116.3912972
498,"Edward S. Rogers Sr. Department of Electrical and Computer Engineering, University of Toronto, Toronto, ONT, Canada","[""Institute for Microstructural Sciences, National Research Council Canada, Ottawa, ONT, Canada"", ""University of Toronto, Toronto, ONT, Canada"", ""Center for High Technology Materials, University of New Mexico, Albuquerque, NM, USA""]",50.000678,-86.000977
499,"Institute for Microstructural Sciences, National Research Council Canada, Ottawa, ONT, Canada","[""Edward S. Rogers Sr. Department of Electrical and Computer Engineering, University of Toronto, Toronto, ONT, Canada"", ""University of Toronto, Toronto, ONT, Canada"", ""Center for High Technology Materials, University of New Mexico, Albuquerque, NM, USA""]",50.000678,-86.000977
500,"INAF, Bologna, Italy","[""Physics Department, University of Parma, Parma, Italy"", ""Physics Department, Ferrara University, Ferrara, Italy"", ""IMEM-CNR, Parco Area delle Scienze, Parma, Italy""]",44.4938203,11.3426327
501,"Physics Department, University of Parma, Parma, Italy","[""INAF, Bologna, Italy"", ""IMEM-CNR, Parco Area delle Scienze, Parma, Italy"", ""Physics Department, Ferrara University, Ferrara, Italy""]",44.8013678,10.3280833
502,"Physics Department, Ferrara University, Ferrara, Italy","[""INAF, Bologna, Italy"", ""Physics Department, University of Parma, Parma, Italy"", ""IMEM-CNR, Parco Area delle Scienze, Parma, Italy""]",44.766764249999994,11.827938995640167
503,"IMEM-CNR, Parco Area delle Scienze, Parma, Italy","[""INAF, Bologna, Italy"", ""Physics Department, University of Parma, Parma, Italy"", ""Physics Department, Ferrara University, Ferrara, Italy""]",44.8013678,10.3280833
504,"Research Institute of Electrical Communication, University of Tohoku, Sendai, Japan","[""Nano Electronics Research Laboratories, NEC Corporation Limited, Ibaraki, Japan""]",38.2677554,140.8691498
505,"Nano Electronics Research Laboratories, NEC Corporation Limited, Ibaraki, Japan","[""Research Institute of Electrical Communication, University of Tohoku, Sendai, Japan""]",36.2869536,140.4703384
506,"Palo Alto Research Center, Inc.orporated, Palo Alto, CA, USA",[],36.7014631,-118.755997
507,"Department of Electronic Engineering, School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China",[],31.2312707,121.4700152
508,"Telecommunication Advancements Organization, Sendai Research Center, Sendai, Japan","[""Department of Materials Science, University of Tohoku, Sendai, Japan""]",38.2677554,140.8691498
509,"Department of Materials Science, University of Tohoku, Sendai, Japan","[""Telecommunication Advancements Organization, Sendai Research Center, Sendai, Japan""]",38.2677554,140.8691498
